Tipo,URL,Loja,Produto
Checkout,https://ae888e.myshopify.com/cart/51243681153311:1,SADERSTORE,N/A
Checkout,https://tpsperfumeshop.shop/cart/51243681153311:1,SADERSTORE,N/A
Checkout,https://ae888e.myshopify.com/cart/add?id=51243681153311&quantity=1,SADERSTORE,N/A
Checkout,https://tpsperfumeshop.shop/cart/add?id=51243681153311&quantity=1,SADERSTORE,N/A
Checkout,https://ae888e.myshopify.com/cart/51243681153311:2,SADERSTORE,N/A
Checkout,https://tpsperfumeshop.shop/cart/51243681153311:2,SADERSTORE,N/A
Checkout,https://ae888e.myshopify.com/cart/51243681153311:3,SADERSTORE,N/A
Checkout,https://tpsperfumeshop.shop/cart/51243681153311:3,SADERSTORE,N/A
Checkout,https://ae888e.myshopify.com/cart/51243681153311:5,SADERSTORE,N/A
Checkout,https://tpsperfumeshop.shop/cart/51243681153311:5,SADERSTORE,N/A
Checkout,https://ae888e.myshopify.com/cart/51243681153311:10,SADERSTORE,N/A
Checkout,https://tpsperfumeshop.shop/cart/51243681153311:10,SADERSTORE,N/A
Checkout,https://nkgzhm-1d.myshopify.com/cart/51141223645496:1,WIFI MONEY,N/A
Checkout,https://tpsfragrances.shop/cart/51141223645496:1,SADERSTORE,N/A
Checkout,https://nkgzhm-1d.myshopify.com/cart/add?id=51141223645496&quantity=1,WIFI MONEY,N/A
Checkout,https://tpsfragrances.shop/cart/add?id=51141223645496&quantity=1,SADERSTORE,N/A
Checkout,https://nkgzhm-1d.myshopify.com/cart/51141223645496:2,WIFI MONEY,N/A
Checkout,https://tpsfragrances.shop/cart/51141223645496:2,SADERSTORE,N/A
Checkout,https://nkgzhm-1d.myshopify.com/cart/51141223645496:3,WIFI MONEY,N/A
Checkout,https://tpsfragrances.shop/cart/51141223645496:3,SADERSTORE,N/A
Checkout,https://nkgzhm-1d.myshopify.com/cart/51141223645496:5,WIFI MONEY,N/A
Checkout,https://tpsfragrances.shop/cart/51141223645496:5,SADERSTORE,N/A
Checkout,https://nkgzhm-1d.myshopify.com/cart/51141223645496:10,WIFI MONEY,N/A
Checkout,https://tpsfragrances.shop/cart/51141223645496:10,SADERSTORE,N/A
Checkout,https://ae888e.myshopify.com/cart/51243681218847:1,SADERSTORE,N/A
Checkout,https://tpsperfumeshop.shop/cart/51243681218847:1,SADERSTORE,N/A
Checkout,https://ae888e.myshopify.com/cart/add?id=51243681218847&quantity=1,SADERSTORE,N/A
Checkout,https://tpsperfumeshop.shop/cart/add?id=51243681218847&quantity=1,SADERSTORE,N/A
Checkout,https://ae888e.myshopify.com/cart/51243681218847:2,SADERSTORE,N/A
Checkout,https://tpsperfumeshop.shop/cart/51243681218847:2,SADERSTORE,N/A
Checkout,https://ae888e.myshopify.com/cart/51243681218847:3,SADERSTORE,N/A
Checkout,https://tpsperfumeshop.shop/cart/51243681218847:3,SADERSTORE,N/A
Checkout,https://ae888e.myshopify.com/cart/51243681218847:5,SADERSTORE,N/A
Checkout,https://tpsperfumeshop.shop/cart/51243681218847:5,SADERSTORE,N/A
Checkout,https://ae888e.myshopify.com/cart/51243681218847:10,SADERSTORE,N/A
Checkout,https://tpsperfumeshop.shop/cart/51243681218847:10,SADERSTORE,N/A
Checkout,https://nkgzhm-1d.myshopify.com/cart/51141222236472:1,WIFI MONEY,N/A
Checkout,https://tpsfragrances.shop/cart/51141222236472:1,SADERSTORE,N/A
Checkout,https://nkgzhm-1d.myshopify.com/cart/add?id=51141222236472&quantity=1,WIFI MONEY,N/A
Checkout,https://tpsfragrances.shop/cart/add?id=51141222236472&quantity=1,SADERSTORE,N/A
Checkout,https://nkgzhm-1d.myshopify.com/cart/51141222236472:2,WIFI MONEY,N/A
Checkout,https://tpsfragrances.shop/cart/51141222236472:2,SADERSTORE,N/A
Checkout,https://nkgzhm-1d.myshopify.com/cart/51141222236472:3,WIFI MONEY,N/A
Checkout,https://tpsfragrances.shop/cart/51141222236472:3,SADERSTORE,N/A
Checkout,https://nkgzhm-1d.myshopify.com/cart/51141222236472:5,WIFI MONEY,N/A
Checkout,https://tpsfragrances.shop/cart/51141222236472:5,SADERSTORE,N/A
Checkout,https://nkgzhm-1d.myshopify.com/cart/51141222236472:10,WIFI MONEY,N/A
Checkout,https://tpsfragrances.shop/cart/51141222236472:10,SADERSTORE,N/A
Checkout,https://ae888e.myshopify.com/cart/51243681087775:1,SADERSTORE,N/A
Checkout,https://tpsperfumeshop.shop/cart/51243681087775:1,SADERSTORE,N/A
Checkout,https://ae888e.myshopify.com/cart/add?id=51243681087775&quantity=1,SADERSTORE,N/A
Checkout,https://tpsperfumeshop.shop/cart/add?id=51243681087775&quantity=1,SADERSTORE,N/A
Checkout,https://ae888e.myshopify.com/cart/51243681087775:2,SADERSTORE,N/A
Checkout,https://tpsperfumeshop.shop/cart/51243681087775:2,SADERSTORE,N/A
Checkout,https://ae888e.myshopify.com/cart/51243681087775:3,SADERSTORE,N/A
Checkout,https://tpsperfumeshop.shop/cart/51243681087775:3,SADERSTORE,N/A
Checkout,https://ae888e.myshopify.com/cart/51243681087775:5,SADERSTORE,N/A
Checkout,https://tpsperfumeshop.shop/cart/51243681087775:5,SADERSTORE,N/A
Checkout,https://ae888e.myshopify.com/cart/51243681087775:10,SADERSTORE,N/A
Checkout,https://tpsperfumeshop.shop/cart/51243681087775:10,SADERSTORE,N/A
Checkout,https://nkgzhm-1d.myshopify.com/cart/51141223121208:1,WIFI MONEY,N/A
Checkout,https://tpsfragrances.shop/cart/51141223121208:1,SADERSTORE,N/A
Checkout,https://nkgzhm-1d.myshopify.com/cart/add?id=51141223121208&quantity=1,WIFI MONEY,N/A
Checkout,https://tpsfragrances.shop/cart/add?id=51141223121208&quantity=1,SADERSTORE,N/A
Checkout,https://nkgzhm-1d.myshopify.com/cart/51141223121208:2,WIFI MONEY,N/A
Checkout,https://tpsfragrances.shop/cart/51141223121208:2,SADERSTORE,N/A
Checkout,https://nkgzhm-1d.myshopify.com/cart/51141223121208:3,WIFI MONEY,N/A
Checkout,https://tpsfragrances.shop/cart/51141223121208:3,SADERSTORE,N/A
Checkout,https://nkgzhm-1d.myshopify.com/cart/51141223121208:5,WIFI MONEY,N/A
Checkout,https://tpsfragrances.shop/cart/51141223121208:5,SADERSTORE,N/A
Checkout,https://nkgzhm-1d.myshopify.com/cart/51141223121208:10,WIFI MONEY,N/A
Checkout,https://tpsfragrances.shop/cart/51141223121208:10,SADERSTORE,N/A
Checkout,https://ae888e.myshopify.com/cart/51243681186079:1,SADERSTORE,N/A
Checkout,https://tpsperfumeshop.shop/cart/51243681186079:1,SADERSTORE,N/A
Checkout,https://ae888e.myshopify.com/cart/add?id=51243681186079&quantity=1,SADERSTORE,N/A
Checkout,https://tpsperfumeshop.shop/cart/add?id=51243681186079&quantity=1,SADERSTORE,N/A
Checkout,https://ae888e.myshopify.com/cart/51243681186079:2,SADERSTORE,N/A
Checkout,https://tpsperfumeshop.shop/cart/51243681186079:2,SADERSTORE,N/A
Checkout,https://ae888e.myshopify.com/cart/51243681186079:3,SADERSTORE,N/A
